symbol,settlement_date,short_shares,previous_short_shares,avg_daily_volume,days_to_cover,change_percent
IMOS,2024-10-31,13138,17046,14865,1,-22.93
IMOS,2023-06-15,17074,17807,17579,1,-4.12
IMOS,2021-03-15,30312,25391,10542,2.88,19.38
IMOS,2024-07-15,10043,10515,12496,1,-4.49
IMOS,2024-09-13,14668,13762,24920,1,6.58
IMOS,2024-08-15,24066,19356,26817,1,24.33
IMOS,2024-07-31,19356,10043,19123,1.01,92.73
IMOS,2024-08-30,13762,24066,15236,1,-42.82
IMOS,2021-02-26,25391,38469,14587,1.74,-34
IMOS,2024-05-31,13552,12309,13458,1.01,10.1
IMOS,2024-05-15,12309,18862,16387,1,-34.74
IMOS,2024-04-30,18862,36835,11708,1.61,-48.79
IMOS,2023-06-30,92402,17074,40469,2.28,441.19
IMOS,2024-04-15,36835,39546,13428,2.74,-6.86
IMOS,2024-06-14,12642,13552,11290,1.12,-6.71
IMOS,2023-07-31,47712,52296,18480,2.58,-8.77
IMOS,2024-06-28,10515,12642,14389,1,-16.82
IMOS,2024-03-15,43498,69812,33882,1.28,-37.69
IMOS,2024-03-28,39546,43498,19709,2.01,-9.09
IMOS,2023-10-13,36198,45565,13124,2.76,-20.56
IMOS,2023-08-15,34672,47712,23796,1.46,-27.33
IMOS,2021-02-12,38469,28513,7831,4.91,34.92
IMOS,2023-08-31,34800,34672,16393,2.12,0.37
IMOS,2024-02-15,69373,9331,50481,1.37,643.47
IMOS,2023-07-14,52296,92402,38343,1.36,-43.4
IMOS,2023-10-31,21603,36198,16787,1.29,-40.32
IMOS,2023-09-15,43559,34800,15010,2.9,25.17
IMOS,2024-02-29,69812,69373,30558,2.28,0.63
IMOS,2024-01-31,9331,9821,6121,1.52,-4.99
IMOS,2023-12-15,15375,10892,8495,1.81,41.16
IMOS,2023-12-29,8796,15375,12684,1,-42.79
IMOS,2024-01-12,9821,8796,9116,1.08,11.65
IMOS,2023-11-15,15400,21603,17209,1,-28.71
IMOS,2023-09-29,45565,43559,12643,3.6,4.61
IMOS,2023-11-30,10892,15400,9682,1.12,-29.27
IMOS,2021-01-29,28513,32846,8944,3.19,-13.19
IMOS,2021-01-15,32846,12272,12319,2.67,167.65
IMOS,2020-12-31,12272,15349,12550,1,-20.05
IMOS,2020-12-15,15349,7588,21472,1,102.28
IMOS,2020-11-30,7588,10094,10926,1,-24.83
IMOS,2020-11-13,10094,8804,33945,1,14.65
IMOS,2020-10-15,7389,9810,8114,1,-24.68
IMOS,2020-10-30,8804,7389,5343,1.65,19.15
IMOS,2020-09-30,9810,4851,7925,1.24,102.23
IMOS,2020-09-15,4851,8975,8730,1,-45.95
IMOS,2020-08-31,8975,7021,11267,1,27.83
IMOS,2020-08-14,7021,11729,17499,1,-40.14
IMOS,2020-07-31,11729,11165,13861,1,5.05
IMOS,2020-07-15,11165,10017,11825,1,11.46
IMOS,2020-06-30,10017,15458,13611,1,-35.2
IMOS,2020-06-15,15458,6586,11819,1.31,134.71
IMOS,2020-05-29,6586,8364,7077,1,-21.26
IMOS,2020-05-15,8364,2977,14448,1,180.95
IMOS,2020-04-15,3587,10775,23188,1,-66.71
IMOS,2020-04-30,2977,3587,10157,1,-17.01
IMOS,2020-03-31,10775,15226,23936,1,-29.23
IMOS,2020-03-13,15226,14294,19297,1,6.52
IMOS,2020-02-14,5345,2115,9889,1,152.72
IMOS,2020-02-28,14294,5345,14592,1,167.43
IMOS,2020-01-31,2115,8548,6202,1,-75.26
IMOS,2019-11-29,18457,23276,14728,1.25,-20.7
IMOS,2019-08-30,39702,29516,20266,1.96,34.51
IMOS,2020-01-15,8548,4223,10180,1,102.42
IMOS,2019-08-15,29516,24801,45501,1,19.01
IMOS,2019-07-15,17237,23043,13502,1.28,-25.2
IMOS,2019-12-31,4223,21126,8664,1,-80.01
IMOS,2019-10-31,17293,13058,10997,1.57,32.43
IMOS,2019-09-13,38472,39702,46449,1,-3.1
IMOS,2019-07-31,24801,17237,20367,1.22,43.88
IMOS,2019-12-13,21126,18457,10425,2.03,14.46
IMOS,2019-10-15,13058,12854,15695,1,1.59
IMOS,2019-06-28,23043,24617,17078,1.35,-6.39
IMOS,2019-11-15,23276,17293,32467,1,34.6
IMOS,2019-09-30,12854,38472,15821,1,-66.59
IMOS,2019-06-14,24617,24183,12028,2.05,1.79
IMOS,2019-05-15,33703,33806,16775,2.01,-0.3
IMOS,2019-05-31,24183,33703,18003,1.34,-28.25
IMOS,2019-04-30,33806,38884,7460,4.53,-13.06
IMOS,2019-04-15,38884,29821,19016,2.04,30.39
IMOS,2018-10-15,122201,107667,12014,10.17,13.5
IMOS,2019-03-15,34464,33230,15248,2.26,3.71
IMOS,2019-02-15,40777,44421,10871,3.75,-8.2
IMOS,2018-09-28,107667,114098,21309,5.05,-5.64
IMOS,2019-02-28,33230,40777,16703,1.99,-18.51
IMOS,2019-03-29,29821,34464,13353,2.23,-13.47
IMOS,2018-10-31,115302,122201,22149,5.21,-5.65
IMOS,2019-01-15,57264,68647,13478,4.25,-16.58
IMOS,2019-01-31,44421,57264,11893,3.74,-22.43
IMOS,2018-11-15,86355,115302,22134,3.9,-25.11
IMOS,2018-07-31,155664,176800,13683,11.38,-11.95
IMOS,2018-09-14,114098,119292,44592,2.56,-4.35
IMOS,2018-08-31,119292,148954,22561,5.29,-19.91
IMOS,2018-08-15,148954,155664,22622,6.58,-4.31
IMOS,2018-12-14,76711,83520,48408,1.58,-8.15
IMOS,2018-07-13,176800,195822,35087,5.04,-9.71
IMOS,2018-11-30,83520,86355,9149,9.13,-3.28
IMOS,2018-12-31,68647,76711,60992,1.13,-10.51
IMOS,2018-02-28,196936,217748,22125,8.9,-9.56
IMOS,2018-01-31,221944,198276,44167,5.03,11.94
IMOS,2018-01-12,198276,218773,57697,3.44,-9.37
IMOS,2018-06-29,195822,155490,43824,4.47,25.94
IMOS,2018-06-15,155490,156837,40150,3.87,-0.86
IMOS,2018-02-15,217748,221944,54865,3.97,-1.89
IMOS,2018-05-15,151196,166871,125183,1.21,-9.39
IMOS,2018-05-31,156837,151196,81049,1.94,3.73
IMOS,2017-12-29,218773,224341,53049,4.12,-2.48
IMOS,2018-03-15,175158,196936,70460,2.49,-11.06
IMOS,2018-04-30,166871,192301,141936,1.18,-13.22
IMOS,2018-03-29,212230,175158,66964,3.17,21.16
IMOS,2018-04-13,192301,212230,68927,2.79,-9.39
FCFS,2026-07-15,1996808,2021341,391097,5.11,-1.21
FCFS,2026-06-30,2021341,1607299,595968,3.39,25.76
FCFS,2026-06-15,1607299,1484541,467785,3.44,8.27
FCFS,2026-05-29,1484541,1439043,313088,4.74,3.16
FCFS,2026-05-15,1439043,1244362,368880,3.9,15.65
FCFS,2026-04-30,1244362,1095347,360885,3.45,13.6
FCFS,2026-04-15,1095347,903847,362867,3.02,21.19
FCFS,2026-03-31,903847,801793,379128,2.38,12.73
FCFS,2026-03-13,801793,544966,316777,2.53,47.13
FCFS,2026-02-27,544966,786601,240022,2.27,-30.72
FCFS,2026-02-13,786601,519981,306912,2.56,51.27
FCFS,2026-01-30,519981,594289,235136,2.21,-12.5
FCFS,2026-01-15,594289,491220,270539,2.2,20.98
FCFS,2025-12-31,491220,534970,196379,2.5,-8.18
FCFS,2025-11-28,544712,596791,278092,1.96,-8.73
FCFS,2025-12-15,534970,544712,237717,2.25,-1.79
FCFS,2025-11-14,596791,531917,239602,2.49,12.2
FCFS,2025-10-31,531917,553837,332866,1.6,-3.96
FCFS,2025-10-15,553837,476615,312290,1.77,16.2
FCFS,2022-03-31,1757465,2028065,390755,4.5,-13.34
FCFS,2025-09-30,476615,413303,365767,1.3,15.32
FCFS,2022-05-31,1314440,1459717,166892,7.88,-9.95
FCFS,2022-04-14,1501172,1757465,186677,8.04,-14.58
FCFS,2022-11-15,780101,1149300,283698,2.75,-32.12
FCFS,2022-08-15,1567175,1523811,160983,9.74,2.85
FCFS,2022-09-15,1303447,1306045,259974,5.01,-0.2
FCFS,2022-08-31,1306045,1567175,148768,8.78,-16.66
FCFS,2022-10-14,1288587,1135579,244196,5.28,13.47
FCFS,2022-06-15,1388862,1314440,210287,6.6,5.66
FCFS,2022-03-15,2028065,1897061,417975,4.85,6.91
FCFS,2022-09-30,1135579,1303447,274179,4.14,-12.88
FCFS,2022-04-29,1663299,1501172,317300,5.24,10.8
FCFS,2022-07-15,1358236,1327746,193251,7.03,2.3
FCFS,2022-06-30,1327746,1388862,298465,4.45,-4.4
FCFS,2022-05-13,1459717,1663299,263007,5.55,-12.24
FCFS,2022-10-31,1149300,1288587,267335,4.3,-10.81
FCFS,2022-02-28,1897061,1445806,314917,6.02,31.21
FCFS,2025-09-15,413303,497272,206258,2,-16.89
FCFS,2025-08-15,527560,607370,292779,1.8,-13.14
FCFS,2022-02-15,1445806,1085942,278617,5.19,33.14
FCFS,2025-08-29,497272,527560,314918,1.58,-5.74
FCFS,2025-07-15,403321,459899,224626,1.8,-12.3
FCFS,2022-07-29,1523811,1358236,218858,6.96,12.19
FCFS,2025-07-31,607370,403321,428291,1.42,50.59
FCFS,2022-01-31,1085942,838476,248480,4.37,29.51
FCFS,2022-11-30,691598,780101,212448,3.26,-11.35
FCFS,2025-06-30,459899,556205,346840,1.33,-17.31
FCFS,2022-01-14,838476,862085,240745,3.48,-2.74
FCFS,2025-06-13,556205,466101,255563,2.18,19.33
FCFS,2021-11-30,597076,512442,425962,1.4,16.52
FCFS,2022-12-15,633714,691598,153443,4.13,-8.37
FCFS,2021-11-15,512442,524337,293941,1.74,-2.27
FCFS,2025-05-30,466101,513006,259409,1.8,-9.14
FCFS,2025-05-15,513006,480742,309254,1.66,6.71
FCFS,2025-04-30,480742,550291,449348,1.07,-12.64
FCFS,2025-04-15,550291,505254,452619,1.22,8.91
FCFS,2021-12-31,862085,913452,296936,2.9,-5.62
FCFS,2021-12-15,913452,597076,300622,3.04,52.99
FCFS,2025-03-31,505254,554594,241495,2.09,-8.9
FCFS,2021-06-15,975597,1048900,115099,8.48,-6.99
FCFS,2025-03-14,554594,605774,307611,1.8,-8.45
FCFS,2021-10-29,524337,513157,169782,3.09,2.18
FCFS,2023-01-31,670985,685641,204168,3.29,-2.14
FCFS,2022-12-30,682558,633714,225768,3.02,7.71
FCFS,2021-07-15,1121339,1173107,114347,9.81,-4.41
FCFS,2021-07-30,983040,1121339,150735,6.52,-12.33
FCFS,2021-10-15,513157,558928,108343,4.74,-8.19
FCFS,2021-06-30,1173107,975597,339970,3.45,20.25
FCFS,2021-05-28,1049024,1124559,172411,6.08,-6.72
FCFS,2023-01-13,685641,682558,214442,3.2,0.45
FCFS,2021-08-31,783923,953985,138088,5.68,-17.83
FCFS,2021-09-30,558928,748290,157817,3.54,-25.31
FCFS,2021-08-13,953985,983040,103192,9.24,-2.96
FCFS,2025-02-14,671520,606842,245059,2.74,10.66
FCFS,2025-02-28,605774,671520,240554,2.52,-9.79
FCFS,2023-02-15,661468,670985,235789,2.81,-1.42
FCFS,2021-09-15,748290,783923,147712,5.07,-4.55
FCFS,2021-05-14,1124559,1148114,194873,5.77,-2.05
FCFS,2025-01-31,606842,564798,218697,2.77,7.44
FCFS,2023-02-28,686914,661438,158974,4.32,3.85
FCFS,2023-03-31,664523,754544,220009,3.02,-11.93
FCFS,2023-03-15,754544,686914,229243,3.29,9.85
FCFS,2024-11-29,817415,925578,235376,3.47,-11.69
FCFS,2023-04-14,626809,664523,156578,4,-5.68
FCFS,2025-01-15,564798,733301,231950,2.43,-22.98
FCFS,2021-04-30,1148114,1074360,164352,6.99,6.86
FCFS,2024-12-13,837889,817415,212359,3.95,2.5
FCFS,2023-04-28,562004,626809,152877,3.68,-10.34
FCFS,2021-04-15,1074360,1111131,155493,6.91,-3.31
FCFS,2023-05-15,805972,562004,171487,4.7,43.41
FCFS,2024-12-31,733301,837889,217645,3.37,-12.48
FCFS,2024-10-15,624409,775899,205758,3.03,-19.52
FCFS,2024-11-15,925578,718604,260436,3.55,28.8
FCFS,2023-05-31,451106,805972,134331,3.36,-44.03
FCFS,2024-09-30,775899,853404,215788,3.6,-9.08
FCFS,2021-03-31,1111131,1048621,239123,4.65,5.96
FCFS,2024-10-31,718604,624409,335300,2.14,15.09
FCFS,2023-06-15,368986,451106,220323,1.67,-18.2
FCFS,2021-03-15,1048621,1184504,201861,5.19,-11.47
FCFS,2024-07-15,559641,643422,307933,1.82,-13.02
FCFS,2024-09-13,853404,939486,196696,4.34,-9.16
FCFS,2024-08-15,848918,603715,328910,2.58,40.62
FCFS,2024-07-31,603715,559641,337587,1.79,7.88
FCFS,2024-08-30,939486,848918,218988,4.29,10.67
FCFS,2021-02-26,1184504,1188280,222997,5.31,-0.32
FCFS,2024-05-31,508564,542458,203653,2.5,-6.25
FCFS,2024-05-15,542458,523920,190080,2.85,3.54
FCFS,2024-04-30,523920,542438,370411,1.41,-3.41
FCFS,2023-06-30,236842,368986,330504,1,-35.81
FCFS,2024-04-15,542438,504413,178245,3.04,7.54
FCFS,2024-06-14,532507,508564,191189,2.79,4.71
FCFS,2023-07-31,349460,316636,170196,2.05,10.37
FCFS,2024-06-28,643422,532507,398790,1.61,20.83
FCFS,2024-03-15,508084,417755,177796,2.86,21.62
FCFS,2024-03-28,504413,508084,193487,2.61,-0.72
FCFS,2023-10-13,518148,609570,189187,2.74,-15
FCFS,2023-08-15,392919,349460,184842,2.13,12.44
FCFS,2021-02-12,1188280,1156534,274280,4.33,2.74
FCFS,2023-08-31,392549,392919,137225,2.86,-0.09
FCFS,2024-02-15,388678,374562,227617,1.71,3.77
FCFS,2023-07-14,316636,236842,151642,2.09,33.69
FCFS,2023-10-31,600200,518148,304206,1.97,15.84
FCFS,2023-09-15,519838,392549,192345,2.7,32.43
FCFS,2024-02-29,417755,388678,214701,1.95,7.48
FCFS,2024-01-31,374562,337782,189097,1.98,10.89
FCFS,2023-12-15,483067,627365,253421,1.91,-23
FCFS,2023-12-29,433146,483067,191718,2.26,-10.33
FCFS,2024-01-12,337782,433146,205783,1.64,-22.02
FCFS,2023-11-15,605081,600200,187145,3.23,0.81
FCFS,2023-09-29,609570,519838,184720,3.3,17.26
FCFS,2023-11-30,627365,605081,187204,3.35,3.68
FCFS,2021-01-29,1156534,1264299,330602,3.5,-8.52
FCFS,2021-01-15,1264299,1255495,438327,2.88,0.7
FCFS,2020-12-31,1255495,1276580,248925,5.04,-1.65
FCFS,2020-12-15,1276580,1209056,242387,5.27,5.58
FCFS,2020-11-30,1209056,1063863,252653,4.79,13.65
FCFS,2020-11-13,1063863,1533166,277901,3.83,-30.61
FCFS,2020-10-15,1351972,1505845,226020,5.98,-10.22
FCFS,2020-10-30,1533166,1351972,280371,5.47,13.4
FCFS,2020-09-30,1505845,1780919,222244,6.78,-15.45
FCFS,2020-09-15,1780919,1435611,301683,5.9,24.05
FCFS,2020-08-31,1435611,1032309,190878,7.52,39.07
FCFS,2020-08-14,1032309,956529,235581,4.38,7.92
FCFS,2020-07-31,956529,1022557,389967,2.45,-6.46
FCFS,2020-07-15,1022557,956054,210382,4.86,6.96
FCFS,2020-06-30,956054,888248,319958,2.99,7.63
FCFS,2020-06-15,888248,955066,321296,2.76,-7
FCFS,2020-05-29,955066,972820,225333,4.24,-1.83
FCFS,2020-05-15,972820,967484,205240,4.74,0.55
FCFS,2020-04-15,1056527,1308275,227492,4.64,-19.24
FCFS,2020-04-30,965816,1056527,240316,4.02,-8.59
FCFS,2020-03-31,1308275,1742112,465438,2.81,-24.9
FCFS,2020-03-13,1742112,1885408,418327,4.16,-7.6
FCFS,2020-02-14,1674130,1613582,224966,7.44,3.75
FCFS,2020-02-28,1885408,1674130,366905,5.14,12.62
FCFS,2020-01-31,1613582,1707872,304263,5.3,-5.52
FCFS,2019-11-29,1351617,1210105,278522,4.85,11.69
FCFS,2019-08-30,1513614,1209471,145695,10.39,25.15
FCFS,2020-01-15,1707872,1692129,213534,8,0.93
FCFS,2019-08-15,1209471,1244458,135290,8.94,-2.81
FCFS,2019-07-15,1292837,1199168,139848,9.24,7.81
FCFS,2019-12-31,1692129,1634837,241732,7,3.5
FCFS,2019-10-31,1184635,1230708,270462,4.38,-3.74
FCFS,2019-09-13,1437692,1513614,197206,7.29,-5.02
FCFS,2019-07-31,1244458,1292837,259057,4.8,-3.74
FCFS,2019-12-13,1634837,1351617,321736,5.08,20.95
FCFS,2019-10-15,1230708,1229870,201368,6.11,0.07
FCFS,2019-06-28,1199168,1119520,246581,4.86,7.11
FCFS,2019-11-15,1210105,1184635,226084,5.35,2.15
FCFS,2019-09-30,1229870,1437692,944241,1.3,-14.46
FCFS,2019-06-14,1119520,1088472,170668,6.56,2.85
FCFS,2019-05-15,1247182,1048992,206640,6.04,18.89
FCFS,2019-05-31,1088472,1247182,172607,6.31,-12.73
FCFS,2019-04-30,1048992,1055002,268464,3.91,-0.57
FCFS,2019-04-15,1055002,1348349,168097,6.28,-21.76
FCFS,2018-10-15,440862,543547,213586,2.06,-18.89
FCFS,2019-03-15,1395738,1419040,173580,8.04,-1.64
FCFS,2019-02-15,1450469,1148584,197782,7.33,26.28
FCFS,2018-09-28,543547,559329,328220,1.66,-2.82
FCFS,2019-02-28,1419040,1450469,194046,7.31,-2.17
FCFS,2019-03-29,1348349,1395738,193235,6.98,-3.4
FCFS,2018-10-31,570487,440860,269472,2.12,29.4
FCFS,2019-01-15,1254568,957802,254887,4.92,30.98
FCFS,2019-01-31,1148584,1254568,283264,4.05,-8.45
FCFS,2018-11-15,906631,570487,309198,2.93,58.92
FCFS,2018-07-31,574312,813669,296754,1.94,-29.42
FCFS,2018-09-14,559329,506527,185519,3.01,10.42
FCFS,2018-08-31,506527,447174,161145,3.14,13.27
FCFS,2018-08-15,447174,574312,210158,2.13,-22.14
FCFS,2018-12-14,1085729,1046636,239289,4.54,3.74
FCFS,2018-07-13,813669,684854,196712,4.14,18.81
FCFS,2018-11-30,1046636,906631,229407,4.56,15.44
FCFS,2018-12-31,957802,1085729,358080,2.67,-11.78
FCFS,2018-02-28,747155,700268,235233,3.18,6.7
FCFS,2018-01-31,577892,627199,189990,3.04,-7.86
FCFS,2018-01-12,627199,749687,224227,2.8,-16.34
FCFS,2018-06-29,685589,799319,305193,2.25,-14.23
FCFS,2018-06-15,799319,718622,321634,2.49,11.23
FCFS,2018-02-15,700268,577892,330954,2.12,21.18
FCFS,2018-05-15,540648,649127,448097,1.21,-16.71
FCFS,2018-05-31,718622,540648,395621,1.82,32.92
FCFS,2017-12-29,749687,1048717,162020,4.63,-28.51
FCFS,2018-03-15,935776,747155,242322,3.86,25.25
FCFS,2018-04-30,649127,797684,428630,1.51,-18.62
FCFS,2018-03-29,764420,935776,345561,2.21,-18.31
FCFS,2018-04-13,797684,764420,305456,2.61,4.35
GIGM,2026-07-15,8797,12131,6144,1.43,-27.48
GIGM,2026-06-30,12131,9512,9868,1.23,27.53
GIGM,2026-06-15,9512,10587,2232,4.26,-10.15
GIGM,2026-05-29,10587,6263,5052,2.1,69.04
GIGM,2026-05-15,6263,342,10644,1,1731.29
GIGM,2026-04-30,342,1810,4882,1,-81.1
GIGM,2026-04-15,1810,2945,2405,1,-38.54
GIGM,2026-03-31,2945,96,3744,1,2967.71
GIGM,2026-03-13,96,3506,6325,1,-97.26
GIGM,2026-02-27,3506,271,5709,1,1193.73
GIGM,2026-02-13,271,253,9094,1,7.11
GIGM,2026-01-30,253,165,4637,1,53.33
GIGM,2026-01-15,165,1475,10112,1,-88.81
GIGM,2025-12-31,1475,1312,11450,1,12.42
GIGM,2025-11-28,605,4390,3226,1,-86.22
GIGM,2025-12-15,1312,605,3378,1,116.86
GIGM,2025-11-14,4390,3096,7873,1,41.8
GIGM,2025-10-31,3096,8958,5105,1,-65.44
GIGM,2025-10-15,8958,8608,9344,1,4.07
GIGM,2022-03-31,106856,86135,92727,1.15,24.06
GIGM,2025-09-30,8608,28029,17337,1,-69.29
GIGM,2022-05-31,100614,77173,21112,4.77,30.37
GIGM,2022-04-14,85650,106856,15933,5.38,-19.85
GIGM,2022-11-15,30350,54920,18309,1.66,-44.74
GIGM,2022-08-15,60150,82564,1297854,1,-27.15
GIGM,2022-09-15,67400,63259,38320,1.76,6.55
GIGM,2022-08-31,63259,60150,1030899,1,5.17
GIGM,2022-10-14,68581,66054,21254,3.23,3.83
GIGM,2022-06-15,69634,100614,10164,6.85,-30.79
GIGM,2022-03-15,86135,69891,34289,2.51,23.24
GIGM,2022-09-30,66054,67400,27981,2.36,-2
GIGM,2022-04-29,101731,85650,33093,3.07,18.78
GIGM,2022-07-15,82568,82564,7949,10.39,0
GIGM,2022-06-30,82564,69634,7412,11.14,18.57
GIGM,2022-05-13,77173,101731,17029,4.53,-24.14
GIGM,2022-10-31,54920,68581,43451,1.26,-19.92
GIGM,2022-02-28,69891,86402,27821,2.51,-19.11
GIGM,2025-09-15,28029,10993,34053,1,154.97
GIGM,2025-08-15,40773,30360,5714,7.14,34.3
GIGM,2022-02-15,86402,120672,11013,7.85,-28.4
GIGM,2025-08-29,10993,40773,13533,1,-73.04
GIGM,2025-07-15,22621,12819,5964,3.79,76.46
GIGM,2022-07-29,82564,82568,5704,14.47,0
GIGM,2025-07-31,30360,22621,8972,3.38,34.21
GIGM,2022-01-31,120672,146888,56870,2.12,-17.85
GIGM,2022-11-30,27479,30350,6925,3.97,-9.46
GIGM,2025-06-30,12819,1679,6009,2.13,663.49
GIGM,2022-01-14,146888,171524,15509,9.47,-14.36
GIGM,2025-06-13,1679,240,52950,1,599.58
GIGM,2021-11-30,169294,239133,21190,7.99,-29.21
GIGM,2022-12-15,19321,27479,10340,1.87,-29.69
GIGM,2021-11-15,239133,242895,21728,11.01,-1.55
GIGM,2025-05-30,240,287,6906,1,-16.38
GIGM,2025-05-15,287,288,11188,1,-0.35
GIGM,2025-04-30,288,1886,10618,1,-84.73
GIGM,2025-04-15,1886,5326,18895,1,-64.59
GIGM,2021-12-31,171524,151077,44946,3.82,13.53
GIGM,2021-12-15,151077,169294,24756,6.1,-10.76
GIGM,2025-03-31,5326,4550,21060,1,17.05
GIGM,2021-06-15,142854,177873,61331,2.33,-19.69
GIGM,2025-03-14,4550,4196,14152,1,8.44
GIGM,2021-10-29,242895,248006,77591,3.13,-2.06
GIGM,2023-01-31,10320,21890,46543,1,-52.86
GIGM,2022-12-30,22314,19321,18663,1.2,15.49
GIGM,2021-07-15,118488,110401,151519,1,7.33
GIGM,2021-07-30,166203,118488,69535,2.39,40.27
GIGM,2021-10-15,248006,255233,38557,6.43,-2.83
GIGM,2021-06-30,110401,142854,61371,1.8,-22.72
GIGM,2021-05-28,177873,184123,54969,3.24,-3.39
GIGM,2023-01-13,21890,22314,19745,1.11,-1.9
GIGM,2021-08-31,170557,152170,154657,1.1,12.08
GIGM,2021-09-30,255233,239363,50166,5.09,6.63
GIGM,2021-08-13,152170,166203,58258,2.61,-8.44
GIGM,2025-02-14,4645,9672,4192,1.11,-51.97
GIGM,2025-02-28,4196,4645,11298,1,-9.67
GIGM,2023-02-15,12794,10320,156831,1,23.97
GIGM,2021-09-15,239363,170557,238001,1.01,40.34
GIGM,2021-05-14,184123,183356,114846,1.6,0.42
GIGM,2025-01-31,9672,1595,5574,1.74,506.39
GIGM,2023-02-28,16767,12794,15547,1.08,31.05
GIGM,2023-03-31,26186,20644,12093,2.17,26.85
GIGM,2023-03-15,20644,16767,11371,1.82,23.12
GIGM,2024-11-29,7893,6316,14160,1,24.97
GIGM,2023-04-14,17770,26186,5616,3.16,-32.14
GIGM,2025-01-15,1595,7486,43937,1,-78.69
GIGM,2021-04-30,183356,173291,105744,1.73,5.81
GIGM,2024-12-13,5872,7893,5396,1.09,-25.6
GIGM,2023-04-28,26593,17770,12299,2.16,49.65
GIGM,2021-04-15,173291,163871,160976,1.08,5.75
GIGM,2023-05-15,4876,26593,32624,1,-81.66
GIGM,2024-12-31,7486,5872,25062,1,27.49
GIGM,2024-10-15,13484,26079,11410,1.18,-48.3
GIGM,2024-11-15,6316,27094,18125,1,-76.69
GIGM,2023-05-31,4675,4876,11187,1,-4.12
GIGM,2024-09-30,26079,2272,17977,1.45,1047.84
GIGM,2021-03-31,163871,2145,2647298,1,7539.67
GIGM,2024-10-31,27094,13484,14976,1.81,100.93
GIGM,2023-06-15,2644,4675,10545,1,-43.44
GIGM,2021-03-15,2145,1834,759722,1,16.96
GIGM,2024-07-15,6801,8348,5063,1.34,-18.53
GIGM,2024-09-13,2272,6153,4957,1,-63.07
GIGM,2024-08-15,5418,2182,5462,1,148.3
GIGM,2024-07-31,2182,6801,6949,1,-67.92
GIGM,2024-08-30,6153,5418,4814,1.28,13.57
GIGM,2021-02-26,1834,17057,138813,1,-89.25
GIGM,2024-05-31,9613,3669,6219,1.55,162.01
GIGM,2024-05-15,3669,2609,3965,1,40.63
GIGM,2024-04-30,2609,4816,12663,1,-45.83
GIGM,2023-06-30,1357,2644,9532,1,-48.68
GIGM,2024-04-15,4816,5909,9168,1,-18.5
GIGM,2024-06-14,11326,9613,13925,1,17.82
GIGM,2023-07-31,5892,1110,9410,1,430.81
GIGM,2024-06-28,8348,11326,4990,1.67,-26.29
GIGM,2024-03-15,8514,7076,13753,1,20.32
GIGM,2024-03-28,5909,8514,5248,1.13,-30.6
GIGM,2023-10-13,4161,12,6655,1,34575
GIGM,2023-08-15,1196,5892,7135,1,-79.7
GIGM,2021-02-12,17057,11833,77204,1,44.15
GIGM,2023-08-31,214,1196,3103,1,-82.11
GIGM,2024-02-15,611,340,13745,1,79.71
GIGM,2023-07-14,1110,1357,5024,1,-18.2
GIGM,2023-10-31,2382,4161,4108,1,-42.75
GIGM,2023-09-15,482,214,3467,1,125.23
GIGM,2024-02-29,7076,611,13698,1,1058.1
GIGM,2024-01-31,340,3853,10550,1,-91.18
GIGM,2023-12-15,816,5206,7234,1,-84.33
GIGM,2023-12-29,553,816,13982,1,-32.23
GIGM,2024-01-12,3853,553,2848,1.35,596.75
GIGM,2023-11-15,1771,2382,5691,1,-25.65
GIGM,2023-09-29,12,482,2355,1,-97.51
GIGM,2023-11-30,5206,1771,8864,1,193.96
GIGM,2021-01-29,11833,28048,189836,1,-57.81
GIGM,2021-01-15,28048,3308,43894,1,747.88
GIGM,2020-12-31,3308,10624,62627,1,-68.86
GIGM,2020-12-15,10624,4167,380009,1,154.96
GIGM,2020-11-30,4167,1632,10795,1,155.33
GIGM,2020-11-13,1632,3279,4330,1,-50.23
GIGM,2020-10-15,6750,9704,8386,1,-30.44
GIGM,2020-10-30,3279,6750,15005,1,-51.42
GIGM,2020-09-30,9704,20181,45507,1,-51.92
GIGM,2020-09-15,20181,15318,45100,1,31.75
GIGM,2020-08-31,15318,2807,12272,1.25,445.71
GIGM,2020-08-14,2807,3511,15853,1,-20.05
GIGM,2020-07-31,3511,3065,17033,1,14.55
GIGM,2020-07-15,3065,3888,32124,1,-21.17
GIGM,2020-06-30,3888,8401,63204,1,-53.72
GIGM,2020-06-15,8401,5080,44524,1,65.37
GIGM,2020-05-29,5080,3916,160901,1,29.72
GIGM,2020-05-15,3916,8511,7162,1,-53.99
GIGM,2020-04-15,4651,12452,22952,1,-62.65
GIGM,2020-04-30,8511,4651,18989,1,82.99
GIGM,2020-03-31,12452,4261,17319,1,192.23
GIGM,2020-03-13,4261,5700,24049,1,-25.25
GIGM,2020-02-14,11077,5231,16754,1,111.76
GIGM,2020-02-28,5700,11077,13043,1,-48.54
GIGM,2020-01-31,5231,5209,30734,1,0.42
GIGM,2019-11-29,11486,10047,25407,1,14.32
GIGM,2019-08-30,7815,10351,6741,1.16,-24.5
GIGM,2020-01-15,5209,3750,56728,1,38.91
GIGM,2019-08-15,10351,13356,14991,1,-22.5
GIGM,2019-07-15,7888,10581,7239,1.09,-25.45
