symbol,settlement_date,short_shares,previous_short_shares,avg_daily_volume,days_to_cover,change_percent
SPGI,2025-02-28,3617571,2893864,1320110,2.74,25.01
SPGI,2023-02-15,4481747,3359671,1274746,3.52,33.4
SPGI,2021-09-15,17219559,16947156,988942,17.41,1.61
SPGI,2021-05-14,14145911,12808252,1306599,10.83,10.44
SPGI,2025-01-31,2953854,2525119,1098143,2.69,16.98
SPGI,2023-02-28,4248388,4481747,1350394,3.15,-5.21
SPGI,2023-03-31,3310933,4155620,1421871,2.33,-20.33
SPGI,2023-03-15,4155620,4248388,1619609,2.57,-2.18
SPGI,2024-11-29,4110184,3897708,1285944,3.2,5.45
SPGI,2023-04-14,2586813,3310933,1031426,2.51,-21.87
SPGI,2025-01-15,2525119,2787887,1419570,1.78,-9.43
SPGI,2021-04-30,12808252,11948842,1222786,10.47,7.19
SPGI,2024-12-13,3317389,4110184,1140381,2.91,-19.29
SPGI,2023-04-28,2184893,2586813,1199717,1.82,-15.54
SPGI,2021-04-15,11948842,11872428,958359,12.47,0.64
SPGI,2023-05-15,4655701,2184893,958700,4.86,113.09
SPGI,2024-12-31,2787887,3317389,1210566,2.3,-15.96
SPGI,2024-10-15,3565952,3689825,848908,4.2,-3.36
SPGI,2024-11-15,3897708,4453296,1365189,2.86,-12.48
SPGI,2023-05-31,4074302,4655701,1200695,3.39,-12.49
SPGI,2024-09-30,3689825,3798018,1074636,3.43,-2.85
SPGI,2021-03-31,11872428,10515800,1311639,9.05,12.9
SPGI,2024-10-31,4453296,3565952,1263125,3.53,24.88
SPGI,2023-06-15,4007195,4074302,1172073,3.42,-1.65
SPGI,2021-03-15,10515800,8623125,1554008,6.77,21.95
SPGI,2024-07-15,2199014,2252139,982416,2.24,-2.36
SPGI,2024-09-13,3798018,4242105,1019413,3.73,-10.47
SPGI,2024-08-15,3971274,2094047,1003242,3.96,89.65
SPGI,2024-07-31,2094047,2199014,1163135,1.8,-4.77
SPGI,2024-08-30,4242105,3971274,1145597,3.7,6.82
SPGI,2021-02-26,8623125,9060038,1564736,5.51,-4.82
SPGI,2024-05-31,1982551,2216185,1151998,1.72,-10.54
SPGI,2024-05-15,2216185,2443043,1212015,1.83,-9.29
SPGI,2024-04-30,2443043,1642555,1708013,1.43,48.73
SPGI,2023-06-30,3393075,4007195,1189907,2.85,-15.33
SPGI,2024-04-15,1642555,1708947,1179452,1.39,-3.88
SPGI,2024-06-14,2082528,1982551,873168,2.39,5.04
SPGI,2023-07-31,3584178,3559002,1634937,2.19,0.71
SPGI,2024-06-28,2252139,2082528,1315679,1.71,8.14
SPGI,2024-03-15,2420654,2275729,1396470,1.73,6.37
SPGI,2024-03-28,1708947,2420654,1393078,1.23,-29.4
SPGI,2023-10-13,2329496,2668031,892303,2.61,-12.69
SPGI,2023-08-15,3752258,3584178,1119719,3.35,4.69
SPGI,2021-02-12,9060038,7828842,1704540,5.32,15.73
SPGI,2023-08-31,3241998,3752258,929813,3.49,-13.6
SPGI,2024-02-15,3038275,2412702,1708879,1.78,25.93
SPGI,2023-07-14,3559002,3393075,1107432,3.21,4.89
SPGI,2023-10-31,2185428,2329496,1223784,1.79,-6.18
SPGI,2023-09-15,2809624,3241998,1114948,2.52,-13.34
SPGI,2024-02-29,2275729,3040575,1482006,1.54,-25.15
SPGI,2024-01-31,2412702,3173217,1094232,2.2,-23.97
SPGI,2023-12-15,4314825,4527469,1537345,2.81,-4.7
SPGI,2023-12-29,3742285,4314825,896767,4.17,-13.27
SPGI,2024-01-12,3173217,3742285,1007099,3.15,-15.21
SPGI,2023-11-15,5111405,2185428,1430079,3.57,133.89
SPGI,2023-09-29,2668031,2809624,1178557,2.26,-5.04
SPGI,2023-11-30,4527469,5111405,1173510,3.86,-11.42
SPGI,2021-01-29,7828842,7002424,1877301,4.17,11.8
SPGI,2021-01-15,7002424,5998138,1789763,3.91,16.74
SPGI,2020-12-31,5998138,4193865,1510771,3.97,43.02
SPGI,2020-12-15,4193865,2573770,1697691,2.47,62.95
SPGI,2020-11-30,2573770,2227348,912453,2.82,15.55
SPGI,2020-11-13,2227348,2247263,1096364,2.03,-0.89
SPGI,2020-10-15,2412901,2523426,671789,3.59,-4.38
SPGI,2020-10-30,2247263,2412901,910345,2.47,-6.86
SPGI,2020-09-30,2523426,2109932,703204,3.59,19.6
SPGI,2020-09-15,2109932,2132728,784501,2.69,-1.07
SPGI,2020-08-31,2132728,2145411,596479,3.58,-0.59
SPGI,2020-08-14,2145411,2043553,649705,3.3,4.98
SPGI,2020-07-31,2043553,2624881,807748,2.53,-22.15
SPGI,2020-07-15,2624881,2820535,851746,3.08,-6.94
SPGI,2020-06-30,2820535,2901126,1173372,2.4,-2.78
SPGI,2020-06-15,2901126,3023469,1092246,2.66,-4.05
SPGI,2020-05-29,3023469,3063864,1107308,2.73,-1.32
SPGI,2020-05-15,3063864,3466458,1073743,2.85,-11.61
SPGI,2020-04-15,4666666,4403817,2077477,2.25,5.97
SPGI,2020-04-30,3325834,4666666,1484845,2.24,-28.73
SPGI,2020-03-31,4403817,3917704,2755633,1.6,12.41
SPGI,2020-03-13,3917704,4211935,2670151,1.47,-6.99
SPGI,2020-02-14,5218451,3031591,1189339,4.39,72.14
SPGI,2020-02-28,4211935,5218451,1828764,2.3,-19.29
SPGI,2020-01-31,3031591,3837745,958270,3.16,-21.01
SPGI,2019-11-29,3264284,3014402,1303554,2.5,8.29
SPGI,2019-08-30,3301584,4055448,1318431,2.5,-18.59
SPGI,2020-01-15,3837745,3508134,916428,4.19,9.4
SPGI,2019-08-15,4055448,3206294,1495761,2.71,26.48
SPGI,2019-07-15,2928255,2982039,886363,3.3,-1.8
SPGI,2019-12-31,3508134,3727598,982334,3.57,-5.89
SPGI,2019-10-31,2806026,2922849,1101129,2.55,-4
SPGI,2019-09-13,2410707,3301584,1372279,1.76,-26.98
SPGI,2019-07-31,3206294,2928255,1020201,3.14,9.5
SPGI,2019-12-13,3727598,3264284,1254282,2.97,14.19
SPGI,2019-10-15,2922849,3156381,1256659,2.33,-7.4
SPGI,2019-06-28,2982039,3238128,1095980,2.72,-7.91
SPGI,2019-11-15,3014402,2806026,853824,3.53,7.43
SPGI,2019-09-30,3156381,2410707,1367147,2.31,30.93
SPGI,2019-06-14,3238128,3257056,861128,3.76,-0.58
SPGI,2019-05-15,3102094,3637009,1184561,2.62,-14.71
SPGI,2019-05-31,3257056,3102094,1237032,2.63,5
SPGI,2019-04-30,3637009,4006660,817454,4.45,-9.23
SPGI,2019-04-15,4006660,4173997,858129,4.67,-4.01
SPGI,2018-10-15,2312153,2481621,1616701,1.43,-6.83
SPGI,2019-03-15,4317909,4722823,1109747,3.89,-8.57
SPGI,2019-02-15,5006894,2933651,1476634,3.39,70.67
SPGI,2018-09-28,2481621,2524092,1238314,2,-1.68
SPGI,2019-02-28,4722823,5006894,1121731,4.21,-5.67
SPGI,2019-03-29,4173997,4317909,1231082,3.39,-3.33
SPGI,2018-10-31,4998436,2312153,2113680,2.36,116.18
SPGI,2019-01-15,2609204,2683531,1468255,1.78,-2.77
SPGI,2019-01-31,2933651,2609204,1791680,1.64,12.43
SPGI,2018-11-15,3728856,4998436,1685501,2.21,-25.4
SPGI,2018-07-31,3012459,3885268,1036845,2.91,-22.46
SPGI,2018-09-14,2524092,2327136,912572,2.77,8.46
SPGI,2018-08-31,2327136,2659866,860896,2.7,-12.51
SPGI,2018-08-15,2659866,3012459,1055584,2.52,-11.7
SPGI,2018-12-14,2335799,3076330,2227407,1.05,-24.07
SPGI,2018-07-13,3885268,4049016,817218,4.75,-4.04
SPGI,2018-11-30,3076330,3728856,1464021,2.1,-17.5
SPGI,2018-12-31,2683531,2335799,2143682,1.25,14.89
SPGI,2018-02-28,2335389,2408037,1177144,1.98,-3.02
SPGI,2018-01-31,1888748,1887197,991088,1.91,0.08
SPGI,2018-01-12,1887197,1612875,820241,2.3,17.01
SPGI,2018-06-29,4049168,4181585,910854,4.45,-3.17
SPGI,2018-06-15,4181585,2205425,1486904,2.81,89.6
SPGI,2018-02-15,2408037,1888748,2188754,1.1,27.49
SPGI,2018-05-15,3083837,3392668,1085386,2.84,-9.1
SPGI,2018-05-31,2205425,3083837,1138799,1.94,-28.48
SPGI,2017-12-29,1612875,2370151,839115,1.92,-31.95
SPGI,2018-03-15,7122886,2335389,1593940,4.47,205
SPGI,2018-04-30,3392668,4573000,1291745,2.63,-25.81
SPGI,2018-03-29,4640533,7122886,1493513,3.11,-34.85
SPGI,2018-04-13,4573000,4640533,1235919,3.7,-1.46
STE,2026-07-15,2439561,2340486,747405,3.26,4.23
STE,2026-06-30,2340486,2013638,1000465,2.34,16.23
STE,2026-06-15,2013638,1805984,782497,2.57,11.5
STE,2026-05-29,1805984,2173072,801726,2.25,-16.89
STE,2026-05-15,2173072,1866049,916069,2.37,16.45
STE,2026-04-30,1866049,1617823,687091,2.72,15.34
STE,2026-04-15,1617823,1823241,569761,2.84,-11.27
STE,2026-03-31,1823241,1758013,783350,2.33,3.71
STE,2026-03-13,1758013,1736630,1084169,1.62,1.23
STE,2026-02-27,1736630,1804596,899402,1.93,-3.77
STE,2026-02-13,1804596,1560494,1237074,1.46,15.64
STE,2026-01-30,1560494,1271747,531255,2.94,22.7
STE,2026-01-15,1271747,1385930,470509,2.7,-8.24
STE,2025-12-31,1385930,1372119,537813,2.58,1.01
STE,2025-11-28,1171703,922146,630720,1.86,27.06
STE,2025-12-15,1372119,1171703,623554,2.2,17.1
STE,2025-11-14,922146,958740,914293,1.01,-3.82
STE,2025-10-31,958740,955931,649302,1.48,0.29
STE,2025-10-15,955931,1123045,528721,1.81,-14.88
STE,2022-03-31,1189480,1104229,413547,2.88,7.72
STE,2025-09-30,1123045,1125341,549316,2.04,-0.2
STE,2022-05-31,1172885,876899,431794,2.72,33.75
STE,2022-04-14,1252215,1189480,441277,2.84,5.27
STE,2022-11-15,1831801,1809241,664967,2.75,1.25
STE,2022-08-15,1886031,1436624,576352,3.27,31.28
STE,2022-09-15,1730091,1767104,506800,3.41,-2.09
STE,2022-08-31,1767104,1886031,400127,4.42,-6.31
STE,2022-10-14,1683438,1773741,677437,2.49,-5.09
STE,2022-06-15,1478395,1172885,562753,2.63,26.05
STE,2022-03-15,1104229,1441098,579276,1.91,-23.38
STE,2022-09-30,1773741,1730091,1118270,1.59,2.52
STE,2022-04-29,950940,1252215,398331,2.39,-24.06
STE,2022-07-15,1578700,1424612,470819,3.35,10.82
STE,2022-06-30,1424612,1478395,545331,2.61,-3.64
STE,2022-05-13,876899,950940,564611,1.55,-7.79
STE,2022-10-31,1809241,1683438,428612,4.22,7.47
STE,2022-02-28,1441098,1017336,529451,2.72,41.65
STE,2025-09-15,1125341,807511,582609,1.93,39.36
STE,2025-08-15,907139,987828,634226,1.43,-8.17
STE,2022-02-15,1017336,909367,531366,1.91,11.87
STE,2025-08-29,807511,907139,446564,1.81,-10.98
STE,2025-07-15,847348,819338,604060,1.4,3.42
STE,2022-07-29,1436624,1578700,369288,3.89,-9
STE,2025-07-31,987828,847348,695951,1.42,16.58
STE,2022-01-31,909367,1175253,476551,1.91,-22.62
STE,2022-11-30,1996363,1831801,583215,3.42,8.98
STE,2025-06-30,819338,728308,532914,1.54,12.5
STE,2022-01-14,1175253,1020300,473325,2.48,15.19
STE,2025-06-13,728308,899743,546243,1.33,-19.05
STE,2021-11-30,890265,1159265,536136,1.66,-23.2
STE,2022-12-15,2030915,1996363,642326,3.16,1.73
STE,2021-11-15,1159265,1178161,451279,2.57,-1.6
STE,2025-05-30,899743,1065706,701454,1.28,-15.57
STE,2025-05-15,1065706,1344430,812746,1.31,-20.73
STE,2025-04-30,1344430,1509624,579945,2.32,-10.94
STE,2025-04-15,1509624,1056495,678541,2.22,42.89
STE,2021-12-31,1020300,917872,395586,2.58,11.16
STE,2021-12-15,917872,890265,397312,2.31,3.1
STE,2025-03-31,1056495,1153284,561816,1.88,-8.39
STE,2021-06-15,1426475,3670090,1131488,1.26,-61.13
STE,2025-03-14,1153284,1042267,716127,1.61,10.65
STE,2021-10-29,1178161,1172197,401385,2.94,0.51
STE,2023-01-31,2439464,2112397,404782,6.03,15.48
STE,2022-12-30,1895579,2030915,450400,4.21,-6.66
STE,2021-07-15,1183660,1186476,413112,2.87,-0.24
STE,2021-07-30,1075070,1183660,350489,3.07,-9.17
STE,2021-10-15,1172197,1049540,574046,2.04,11.69
STE,2021-06-30,1186476,1426475,556616,2.13,-16.82
STE,2021-05-28,3665217,3077594,755186,4.85,19.09
STE,2023-01-13,2112397,1895579,437434,4.83,11.44
STE,2021-08-31,971969,993198,467641,2.08,-2.14
STE,2021-09-30,1049540,1147023,534204,1.96,-8.5
STE,2021-08-13,993198,1075070,503754,1.97,-7.62
STE,2025-02-14,928683,985365,581214,1.6,-5.75
STE,2025-02-28,1042267,928683,424489,2.46,12.23
STE,2023-02-15,2861043,2439464,745850,3.84,17.28
STE,2021-09-15,1147023,971969,424677,2.7,18.01
STE,2021-05-14,3077594,3208292,517085,5.95,-4.07
STE,2025-01-31,985365,1005272,476256,2.07,-1.98
STE,2023-02-28,2403477,2861043,624202,3.85,-15.99
STE,2023-03-31,2175140,2374250,461653,4.71,-8.39
STE,2023-03-15,2374250,2403477,599771,3.96,-1.22
STE,2024-11-29,937500,755641,612431,1.53,24.07
STE,2023-04-14,2272328,2175140,349465,6.5,4.47
STE,2025-01-15,1005272,1070617,419588,2.4,-6.1
STE,2021-04-30,3208292,2683402,652688,4.92,19.56
STE,2024-12-13,973423,937500,576844,1.69,3.83
STE,2023-04-28,2179285,2272328,356355,6.12,-4.09
STE,2021-04-15,2683402,2693372,513786,5.22,-0.37
STE,2023-05-15,2086223,2179285,587882,3.55,-4.27
STE,2024-12-31,1080525,973423,524416,2.06,11
STE,2024-10-15,1434989,1359221,460501,3.12,5.57
STE,2024-11-15,755641,1026995,853896,1,-26.42
STE,2023-05-31,1688304,2086223,403590,4.18,-19.07
STE,2024-09-30,1359221,1460298,421796,3.22,-6.92
STE,2021-03-31,2693372,2004631,582637,4.62,34.36
STE,2024-10-31,1026995,1434989,510856,2.01,-28.43
STE,2023-06-15,1895781,1688304,401229,4.72,12.29
STE,2021-03-15,2004631,1562559,674228,2.97,28.29
STE,2024-07-15,3004622,2955210,434603,6.91,1.67
STE,2024-09-13,1460298,1826343,458364,3.19,-20.04
STE,2024-08-15,2589184,3002948,529695,4.89,-13.78
STE,2024-07-31,3002948,3004622,388135,7.74,-0.06
STE,2024-08-30,1826343,2589184,343109,5.32,-29.46
STE,2021-02-26,1562559,1270160,561429,2.78,23.02
STE,2024-05-31,2934485,2611081,566002,5.18,12.39
STE,2024-05-15,2611081,2372914,682843,3.82,10.04
STE,2024-04-30,2372914,2459168,550304,4.31,-3.51
STE,2023-06-30,1833068,1895781,514915,3.56,-3.31
STE,2024-04-15,2459168,2675596,567863,4.33,-8.09
STE,2024-06-14,3075621,2934485,431694,7.12,4.81
STE,2023-07-31,1658799,1749347,435098,3.81,-5.18
STE,2024-06-28,2955210,3075621,574413,5.14,-3.92
STE,2024-03-15,2622030,2461045,353235,7.42,6.54
STE,2024-03-28,2675596,2622030,482889,5.54,2.04
STE,2023-10-13,1306101,1316879,398978,3.27,-0.82
STE,2023-08-15,1803142,1658799,417266,4.32,8.7
STE,2021-02-12,1270160,1219275,545951,2.33,4.17
STE,2023-08-31,1477423,1803142,245634,6.01,-18.06
STE,2024-02-15,2404719,2146054,547240,4.39,12.05
STE,2023-07-14,1749273,1833068,365588,4.78,-4.57
STE,2023-10-31,1198620,1306101,297284,4.03,-8.23
STE,2023-09-15,1497129,1477423,365515,4.1,1.33
STE,2024-02-29,2461045,2404719,386830,6.36,2.34
STE,2024-01-31,2146054,2264805,381710,5.62,-5.24
STE,2023-12-15,1812692,1522370,555142,3.27,19.07
STE,2023-12-29,1979077,1812692,399112,4.96,9.18
STE,2024-01-12,2264805,1979077,399156,5.67,14.44
STE,2023-11-15,1395593,1197878,529742,2.63,16.51
STE,2023-09-29,1316879,1497129,348585,3.78,-12.04
STE,2023-11-30,1522370,1395593,518478,2.94,9.08
STE,2021-01-29,1219275,851666,534741,2.28,43.16
STE,2021-01-15,851666,935778,414717,2.05,-8.99
STE,2020-12-31,935778,997249,370960,2.52,-6.16
STE,2020-12-15,997249,1012794,338276,2.95,-1.53
STE,2020-11-30,1012794,938807,308686,3.28,7.88
STE,2020-11-13,938807,907004,381907,2.46,3.51
STE,2020-10-15,1158965,1278017,405180,2.86,-9.32
STE,2020-10-30,907004,1158965,218526,4.15,-21.74
STE,2020-09-30,1278017,1069331,506065,2.53,19.52
STE,2020-09-15,1069331,1141328,425277,2.51,-6.31
STE,2020-08-31,1141328,919485,275407,4.14,24.13
STE,2020-08-14,919485,875225,409103,2.25,5.06
STE,2020-07-31,875225,855482,365521,2.39,2.31
STE,2020-07-15,855482,911793,494088,1.73,-6.18
STE,2020-06-30,911793,1237788,568131,1.6,-26.34
STE,2020-06-15,1237788,1360789,487781,2.54,-9.04
STE,2020-05-29,1360789,1271916,395834,3.44,6.99
STE,2020-05-15,1271916,1147808,629940,2.02,10.81
STE,2020-04-15,1719400,1216415,790816,2.17,41.35
STE,2020-04-30,1505303,1719400,583570,2.58,-12.45
STE,2020-03-31,1216415,1275057,818732,1.49,-4.6
STE,2020-03-13,1275057,1573403,811479,1.57,-18.96
STE,2020-02-14,1492585,1331210,659475,2.26,12.12
STE,2020-02-28,1573403,1492585,890229,1.77,5.41
STE,2020-01-31,1331210,2031589,470053,2.83,-34.47
STE,2019-11-29,967947,1030045,385832,2.51,-6.03
STE,2019-08-30,1098803,1560229,462203,2.38,-29.57
STE,2020-01-15,2031589,1427799,524025,3.88,42.29
STE,2019-08-15,1560229,1946262,407930,3.82,-19.83
STE,2019-07-15,1932584,2039871,500455,3.86,-5.26
STE,2019-12-31,1427799,1123598,1952551,1,27.07
STE,2019-10-31,928028,1253474,468272,1.98,-25.96
STE,2019-09-13,1004897,1098803,601293,1.67,-8.55
STE,2019-07-31,1946262,1932584,399545,4.87,0.71
STE,2019-12-13,1123598,967947,330733,3.4,16.08
STE,2019-10-15,1253474,1278781,345556,3.63,-1.98
STE,2019-06-28,2039871,1944060,581243,3.51,4.93
STE,2019-11-15,1030045,928028,402160,2.56,10.99
STE,2019-09-30,1278781,1004897,607257,2.11,27.25
STE,2019-06-14,1944060,2541582,490602,3.96,-23.51
STE,2019-05-15,1513956,1636279,597314,2.53,-7.48
STE,2019-05-31,2541582,1513956,861376,2.95,67.88
STE,2019-04-30,1636279,1700682,457214,3.58,-3.79
STE,2019-04-15,1700682,1732523,402786,4.22,-1.84
STE,2018-10-15,1553288,2081780,367059,4.23,-25.39
STE,2019-03-15,1436241,1502771,361441,3.97,-4.43
STE,2019-02-15,1529109,1553842,524358,2.92,-1.59
STE,2018-09-28,2081780,2290910,323821,6.43,-9.13
STE,2019-02-28,1502771,1529109,347076,4.33,-1.72
STE,2019-03-29,1732523,1436241,337837,5.13,20.63
STE,2018-10-31,1592409,1553288,374408,4.25,2.52
STE,2019-01-15,1358489,1456259,370265,3.67,-6.71
STE,2019-01-31,1553842,1358489,406332,3.82,14.38
STE,2018-11-15,1537733,1592409,482021,3.19,-3.43
STE,2018-07-31,2113357,1872138,363988,5.81,12.88
STE,2018-09-14,2290910,2175136,247400,9.26,5.32
STE,2018-08-31,2175136,2276429,259069,8.4,-4.45
STE,2018-08-15,2276429,2113357,549954,4.14,7.72
STE,2018-12-14,1400763,1384597,465041,3.01,1.17
STE,2018-07-13,1872138,2005436,294277,6.36,-6.65
STE,2018-11-30,1384597,1537733,442452,3.13,-9.96
STE,2018-12-31,1456259,1400763,524321,2.78,3.96
STE,2018-02-28,2025154,1851032,294594,6.87,9.41
STE,2018-01-31,1689493,1748691,325479,5.19,-3.39
STE,2018-01-12,1748691,1747479,392916,4.45,0.07
STE,2018-06-29,2008273,2263575,526167,3.82,-11.28
STE,2018-06-15,2263575,2184508,329853,6.86,3.62
STE,2018-02-15,1851032,1689493,469628,3.94,9.56
STE,2018-05-15,2529541,2623838,515365,4.91,-3.59
STE,2018-05-31,2184508,2529541,353486,6.18,-13.64
STE,2017-12-29,1747479,2079726,266456,6.56,-15.98
STE,2018-03-15,2303529,2025154,349527,6.59,13.75
STE,2018-04-30,2623838,2867158,309391,8.48,-8.49
STE,2018-03-29,2420462,2303529,387558,6.25,5.08
STE,2018-04-13,2867158,2420462,322774,8.88,18.45
STGW,2026-07-15,8196392,9175755,1389430,5.9,-10.67
STGW,2026-06-30,9175755,9135062,1677015,5.47,0.45
STGW,2026-06-15,9135062,9841758,1318910,6.93,-7.18
STGW,2026-05-29,9841758,10104213,1737630,5.66,-2.6
STGW,2026-05-15,10104213,10084854,1452189,6.96,0.19
STGW,2026-04-30,10084854,11065488,1434552,7.03,-8.86
STGW,2026-04-15,11065488,11467790,1195165,9.26,-3.51
STGW,2026-03-31,11467790,10294594,1534443,7.47,11.4
STGW,2026-03-13,10294594,10375607,2801917,3.67,-0.78
STGW,2026-02-27,10375607,9472567,1081060,9.6,9.53
STGW,2026-02-13,9472567,8723232,1969296,4.81,8.59
STGW,2026-01-30,8723232,8407336,2280177,3.83,3.76
STGW,2026-01-15,8407336,7172304,2147755,3.91,17.22
STGW,2025-12-31,7172304,8037124,1122769,6.39,-10.76
STGW,2025-11-28,7764677,7779794,1499119,5.18,-0.19
STGW,2025-12-15,8037124,7764677,1470539,5.47,3.51
STGW,2025-11-14,7779794,7573011,8564543,1,2.73
STGW,2025-10-31,7573011,7779948,1136372,6.66,-2.66
STGW,2025-10-15,7779948,7465866,1075685,7.23,4.21
STGW,2022-03-31,1396250,974194,550486,2.54,43.32
STGW,2025-09-30,7465866,7295686,1244161,6,2.33
STGW,2022-05-31,1610767,1360483,631484,2.55,18.4
STGW,2022-04-14,1466785,1396250,361491,4.06,5.05
STGW,2022-11-15,2076566,2356775,472110,4.4,-11.89
STGW,2022-08-15,1975831,1824752,401391,4.92,8.28
STGW,2022-09-15,2165266,1822894,398849,5.43,18.78
STGW,2022-08-31,1822894,1975831,316565,5.76,-7.74
STGW,2022-10-14,2418448,2281628,372185,6.5,6
STGW,2022-06-15,2264913,1610767,599978,3.77,40.61
STGW,2022-03-15,974194,888373,368537,2.64,9.66
STGW,2022-09-30,2281628,2165266,545283,4.18,5.37
STGW,2022-04-29,1367857,1466785,235963,5.8,-6.74
STGW,2022-07-15,1735026,2426248,402568,4.31,-28.49
STGW,2022-06-30,2426248,2264913,887981,2.73,7.12
STGW,2022-05-13,1360483,1367857,426624,3.19,-0.54
STGW,2022-10-31,2356775,2418448,389151,6.06,-2.55
STGW,2022-02-28,888373,897336,242441,3.66,-1
STGW,2025-09-15,7295686,7837673,991312,7.36,-6.92
STGW,2025-08-15,8050075,8870964,1322246,6.09,-9.25
STGW,2022-02-15,897336,926929,183948,4.88,-3.19
STGW,2025-08-29,7837673,8050075,1042963,7.51,-2.64
STGW,2025-07-15,7467685,7573550,1355173,5.51,-1.4
STGW,2022-07-29,1824752,1735026,313696,5.82,5.17
STGW,2025-07-31,8870964,7467685,1585531,5.59,18.79
STGW,2022-01-31,926929,942791,344722,2.69,-1.68
STGW,2022-11-30,2048834,2076566,398021,5.15,-1.34
STGW,2025-06-30,7573550,6546943,1625337,4.66,15.68
STGW,2022-01-14,942791,1391639,368036,2.56,-32.25
STGW,2025-06-13,6546943,6171541,2505407,2.61,6.08
STGW,2021-11-30,2115400,2271629,827832,2.56,-6.88
STGW,2022-12-15,2153532,2048834,447620,4.81,5.11
STGW,2021-11-15,2271629,2393077,693928,3.27,-5.07
STGW,2025-05-30,6171541,5122816,1364382,4.52,20.47
STGW,2025-05-15,5122816,4323390,1265885,4.05,18.49
STGW,2025-04-30,4323390,3898560,621048,6.96,10.9
STGW,2025-04-15,3898560,3520809,847801,4.6,10.73
STGW,2021-12-31,1391639,2662462,810361,1.72,-47.73
STGW,2021-12-15,2662462,2115400,1168146,2.28,25.86
STGW,2025-03-31,3520809,3170977,596931,5.9,11.03
STGW,2025-03-14,3170977,3390411,654788,4.84,-6.47
STGW,2021-10-29,2393077,2360342,359161,6.66,1.39
STGW,2023-01-31,2050234,2287173,294915,6.95,-10.36
STGW,2022-12-30,2689306,2153532,374882,7.17,24.88
STGW,2021-10-15,2360342,2292404,319022,7.4,2.96
STGW,2023-01-13,2287173,2689306,332957,6.87,-14.95
STGW,2021-08-31,517278,832584,226730,2.28,-37.87
STGW,2021-09-30,2292404,735078,942915,2.43,211.86
STGW,2021-08-13,832584,1283550,198692,4.19,-35.13
STGW,2025-02-14,3266824,3222521,278411,11.73,1.37
STGW,2025-02-28,3390411,3266824,475373,7.13,3.78
STGW,2023-02-15,2197385,2050234,381287,5.76,7.18
STGW,2021-09-15,735078,517278,672000,1.09,42.11
STGW,2025-01-31,3222521,3190865,273949,11.76,0.99
STGW,2023-02-28,2028892,2197324,327988,6.19,-7.67
STGW,2023-03-31,2533087,3233304,832646,3.04,-21.66
STGW,2023-03-15,3233304,2028892,2574830,1.26,59.36
STGW,2024-11-29,4043493,3974779,439882,9.19,1.73
STGW,2023-04-14,2610792,2533087,790903,3.3,3.07
STGW,2025-01-15,3190865,3331435,373339,8.55,-4.22
STGW,2024-12-13,3558471,4043493,449526,7.92,-12
STGW,2023-04-28,2852122,2610792,530107,5.38,9.24
STGW,2023-05-15,2957809,2852122,751536,3.94,3.71
STGW,2024-12-31,3331435,3558471,312970,10.64,-6.38
STGW,2024-10-15,4224869,4827362,377993,11.18,-12.48
STGW,2024-11-15,3974779,4099783,757534,5.25,-3.05
STGW,2023-05-31,2770783,2957809,770328,3.6,-6.32
STGW,2024-09-30,4827362,5703604,582507,8.29,-15.36
STGW,2024-10-31,4099783,4224869,400448,10.24,-2.96
STGW,2023-06-15,3143505,2770783,902986,3.48,13.45
STGW,2024-07-15,5823380,5429558,373792,15.58,7.25
STGW,2024-09-13,5703604,6005722,392873,14.52,-5.03
STGW,2024-08-15,5739271,5608735,610369,9.4,2.33
STGW,2024-07-31,5608735,5823380,569489,9.85,-3.69
STGW,2024-08-30,6005722,5739271,482010,12.46,4.64
STGW,2024-05-31,5596110,5252013,408391,13.7,6.55
STGW,2024-05-15,5252013,5637488,797205,6.59,-6.84
STGW,2024-04-30,5637488,4840696,471095,11.97,16.46
STGW,2023-06-30,3871333,3143505,972127,3.98,23.15
STGW,2024-04-15,4840696,5176984,543045,8.91,-6.5
STGW,2024-06-14,5370796,5596110,607663,8.84,-4.03
STGW,2023-07-31,3308648,3666992,1166635,2.84,-9.77
STGW,2024-06-28,5429558,5370796,560624,9.68,1.09
STGW,2024-03-15,4956631,4242958,568944,8.71,16.82
STGW,2024-03-28,5176984,4956631,512264,10.11,4.45
STGW,2023-10-13,3639153,3857527,660222,5.51,-5.66
STGW,2023-08-15,3657936,3308648,739805,4.94,10.56
STGW,2023-08-31,4161039,3657936,708923,5.87,13.75
STGW,2024-02-15,3716900,3601490,384654,9.66,3.2
STGW,2023-07-14,3666992,3871333,475282,7.72,-5.28
STGW,2023-10-31,3791615,3639153,910175,4.17,4.19
STGW,2023-09-15,3966178,4161039,1083262,3.66,-4.68
STGW,2024-02-29,4242958,3716900,727765,5.83,14.15
STGW,2024-01-31,3601490,3674402,465546,7.74,-1.98
STGW,2023-12-15,3528785,3409217,781708,4.51,3.51
STGW,2023-12-29,3841654,3528785,499820,7.69,8.87
STGW,2024-01-12,3674402,3841654,434606,8.45,-4.35
STGW,2023-11-15,3548692,3791615,1116349,3.18,-6.41
STGW,2023-09-29,3857527,3966178,840958,4.59,-2.74
STGW,2023-11-30,3409217,3548692,824980,4.13,-3.93
STKS,2026-07-15,1171732,1173350,15930,73.56,-0.14
