symbol,as_of,prior_bars,available,unavailable_reason,eligible,side,tier,signal,score,direction,analog_direction,probability_up,edge_points,evidence,agreement,grade,brier_skill,expected_move,adverse_move,reward_risk,typical,band_low,band_high,plan_action,stop_pct,target_pct,entry_date,entry_price,exit_date,exit_price,fwd_return,fwd_close_to_close,min_low_pct,max_high_pct,spy_fwd_return,runtime_s
GLNG,2024-07-23,5292,1,,0,,,,,neutral,neutral,47,-7.7,84,79,mixed,-2.0,,,,-0.44,-10.78,2.71,wait,,,2024-07-24,34.275845,2024-08-21,31.282526,-8.733,-9.4361,-18.7968,1.2476,2.1426,5.18
GLNG,2024-10-28,5360,1,,1,long,speculative,WEAK BUY,45.5,bullish,bullish,64,8.0,82,100,mixed,-2.8,4.75,7.62,0.62,4.75,-7.62,15.51,wait,,,2024-10-29,35.486755,2024-11-26,38.090672,7.3377,7.1931,-9.3902,12.8798,3.5871,5.0
GLNG,2024-12-24,5400,1,,1,short,speculative,WEAK SHORT,53.4,bearish,bearish,43,-12.7,95,100,mixed,-2.7,4.22,8.06,0.52,-4.22,-10.26,8.06,avoid_or_exit,,,2024-12-26,41.272125,2025-01-28,37.589352,-8.9231,-8.9019,-9.5305,3.6206,0.8374,5.04
GLNG,2025-01-13,5411,1,,1,long,speculative,WEAK BUY,55.9,bullish,bullish,68,12.2,95,100,mixed,-0.5,4.45,5.36,0.83,4.45,-5.36,12.31,consider_buying,-7.6,8.7,2025-01-14,40.009187,2025-02-12,38.823372,-2.9639,-2.706,-6.6747,4.4337,3.2514,4.76
GLNG,2026-06-23,5772,1,,1,long,speculative,WEAK BUY,29.6,bullish,bullish,62,7.6,81,100,mixed,-1.3,1.86,14.27,0.13,1.86,-14.27,21.87,wait,,,2026-06-24,50.540001,2026-07-23,49.830002,-1.4048,-2.6948,-3.9771,3.146,0.4094,5.18
SAIA,2016-07-28,3495,1,,0,,,,,neutral,neutral,51,-0.3,57,71,weak,-6.7,,,,0.63,-42.29,45.51,wait,,,2016-07-29,25.1,2016-08-26,29.42,17.2112,10.0636,-1.3546,24.0239,0.3834,3.68
SAIA,2016-10-13,3549,1,,1,long,speculative,WEAK BUY,24.7,bullish,bullish,61,8.4,78,100,weak,-6.0,3.14,50.36,0.06,3.14,-50.36,49.91,wait,,,2016-10-14,29.200001,2016-11-11,40.549999,38.8699,38.965,-2.1575,43.8356,1.06,3.8
SAIA,2017-04-12,3673,1,,1,long,speculative,WEAK BUY,45.9,bullish,bullish,70,16.7,91,100,weak,-6.4,6.94,50.36,0.14,6.94,-50.36,52.66,consider_buying,-10.7,13.7,2017-04-13,42.150002,2017-05-12,42.799999,1.5421,1.182,-1.3523,15.6584,2.2856,3.75
SAIA,2017-08-16,3760,1,,0,,,,,neutral,neutral,53,0.2,62,71,mixed,-4.5,,,,1.38,-47.83,49.35,wait,,,2017-08-17,53.0,2017-09-15,58.700001,10.7547,10.2347,-3.5849,11.7925,1.7002,3.93
SAIA,2017-10-06,3796,1,,0,,,,,neutral,neutral,50,-2.6,69,100,mixed,-4.9,,,,-0.17,-44.21,45.75,wait,,,2017-10-09,59.599998,2017-11-06,64.300003,7.8859,7.7955,-7.4497,13.0034,1.6573,4.04
SAIA,2017-11-10,3821,1,,0,long,speculative,WEAK BUY,16.6,bullish,bullish,60,6.8,76,100,weak,-5.0,0.99,41.93,0.02,0.99,-41.93,46.18,wait,,,2017-11-13,60.900002,2017-12-12,68.150002,11.9048,11.4473,-1.2315,14.2857,3.6804,6.48
SAIA,2018-02-23,3891,1,,1,long,speculative,WEAK BUY,44.6,bullish,bullish,68,13.8,91,100,weak,-5.2,7.13,37.93,0.19,7.13,-37.93,54.84,consider_buying,-11.1,16.6,2018-02-26,74.099998,2018-03-26,76.5,3.2389,3.3086,-8.0162,5.9379,-3.5365,4.59
SAIA,2018-09-27,4041,1,,0,,,,,neutral,neutral,55,1.7,66,100,mixed,-1.8,,,,2.85,-18.92,24.45,wait,,,2018-09-28,76.300003,2018-10-26,57.799999,-24.2464,-24.4444,-25.6094,0.8781,-8.5037,4.82
SAIA,2019-02-04,4128,1,,0,,,,,neutral,neutral,49,-3.8,72,71,mixed,-3.5,,,,-1.0,-14.93,15.36,wait,,,2019-02-05,66.790001,2019-03-06,62.110001,-7.007,-5.3922,-7.0819,7.561,1.7949,4.85
SAIA,2019-05-21,4202,1,,1,long,speculative,WEAK BUY,25.5,bullish,bullish,58,5.2,76,100,mixed,-3.4,2.22,15.31,0.15,2.22,-15.31,21.11,wait,,,2019-05-22,67.0,2019-06-20,62.82,-6.2388,-6.8505,-15.8955,0.3731,3.6469,4.53
SAIA,2019-08-08,4257,1,,1,short,speculative,WEAK SHORT,31.9,bearish,bearish,45,-8.5,86,100,mixed,-3.9,1.55,13.71,0.11,-1.55,-18.97,13.71,avoid_or_exit,,,2019-08-09,80.239998,2019-09-09,93.5,16.5254,15.632,-5.6331,16.6501,1.9209,4.22
SAIA,2019-08-29,4272,1,,1,long,speculative,WEAK BUY,32.5,bullish,bullish,62,8.3,85,100,mixed,-2.9,2.43,15.31,0.16,2.43,-15.31,17.26,wait,,,2019-08-30,84.620003,2019-09-30,93.699997,10.7303,11.2827,-1.2408,15.3273,1.3325,4.11
SAIA,2019-09-17,4284,1,,0,short,speculative,WEAK SHORT,18.7,bearish,bearish,49,-4.9,75,71,mixed,-3.0,0.79,16.35,0.05,-0.79,-17.62,16.35,avoid_or_exit,,,2019-09-18,94.480003,2019-10-16,95.839996,1.4395,1.3322,-5.1545,3.6833,-0.237,4.49
SAIA,2019-09-23,4288,1,,0,long,speculative,WEAK BUY,24.8,bullish,bullish,60,6.2,79,100,mixed,-4.7,0.75,14.58,0.05,0.75,-14.58,17.05,wait,,,2019-09-24,95.309998,2019-10-22,98.349998,3.1896,3.7447,-5.9805,5.97,-0.1337,4.18
SAIA,2020-08-04,4506,1,,0,,,,,neutral,neutral,51,-2.5,68,71,mixed,-0.9,,,,1.8,-14.37,14.19,wait,,,2020-08-05,123.120003,2020-09-02,139.360001,13.1904,13.4576,-0.7879,14.5955,7.9133,4.51
SAIA,2020-11-09,4574,1,,0,,,,,neutral,neutral,55,1.8,67,79,mixed,-3.3,,,,0.4,-16.89,15.29,wait,,,2020-11-10,170.570007,2020-12-09,182.520004,7.0059,7.4153,-4.5201,11.8251,3.7794,4.55
SAIA,2021-06-18,4726,1,,1,long,speculative,WEAK BUY,59.6,bullish,bullish,74,19.2,95,100,mixed,-3.0,6.81,9.85,0.69,6.81,-9.85,23.67,consider_buying,-7.0,13.9,2021-06-21,204.190002,2021-07-20,200.889999,-1.6161,-0.7951,-8.4088,5.2941,3.4213,4.54
SAIA,2021-09-02,4779,1,,1,short,speculative,WEAK SHORT,37.2,bearish,bearish,45,-9.3,88,100,mixed,-0.5,3.06,14.19,0.22,-3.06,-15.48,14.19,avoid_or_exit,,,2021-09-03,245.25,2021-10-04,234.380005,-4.4322,-4.8744,-5.2803,2.528,-4.8601,4.9
SAIA,2022-01-19,4874,1,,1,long,speculative,WEAK BUY,65.3,bullish,bullish,69,14.0,95,100,mixed,-3.7,9.78,10.05,0.97,9.78,-10.05,23.83,wait,,,2022-01-20,287.440002,2022-02-17,267.970001,-6.7736,-5.0392,-10.009,5.9317,-3.6783,4.97
SAIA,2022-02-16,4894,1,,0,,,,,neutral,neutral,53,-1.5,66,71,mixed,-0.2,,,,1.79,-21.35,23.25,wait,,,2022-02-17,273.019989,2022-03-18,292.019989,6.9592,6.2857,-13.977,8.1349,0.6049,4.84
SAIA,2022-03-03,4904,1,,1,long,speculative,WEAK BUY,67.2,bullish,bullish,70,15.8,95,100,mixed,-0.4,10.21,10.55,0.97,10.21,-10.55,24.75,consider_buying,-10.3,15.7,2022-03-04,281.01001,2022-04-01,233.720001,-16.8286,-16.606,-19.5723,4.6404,5.2292,5.04
SAIA,2022-08-02,5008,1,,1,short,speculative,WEAK SHORT,39.8,bearish,bearish,41,-13.0,95,100,mixed,-1.9,1.56,13.42,0.12,-1.56,-23.02,13.42,avoid_or_exit,,,2022-08-03,234.190002,2022-08-31,206.830002,-11.6828,-11.266,-11.8792,12.46,-3.6851,4.98
SAIA,2022-09-20,5042,1,,1,long,moderate,BUY,69.4,bullish,bullish,69,11.6,95,100,mixed,-1.3,10.55,4.61,1.45,10.55,-4.61,24.58,consider_buying,-14.4,16.0,2022-09-21,189.320007,2022-10-19,196.869995,3.988,5.5716,-5.8156,12.0537,-4.5609,5.09
SAIA,2023-03-31,5175,1,,1,long,speculative,WEAK BUY,33.5,bullish,bullish,64,6.4,80,100,mixed,-4.1,4.93,22.1,0.22,4.93,-22.1,31.32,wait,,,2023-04-03,271.48999,2023-05-02,294.23999,8.3797,8.1447,-9.8714,12.5677,0.4867,4.73
SAIA,2024-07-17,5499,1,,0,short,speculative,WEAK SHORT,18.6,bearish,bearish,50,-9.5,84,71,weak,-8.7,0.87,22.32,0.04,-0.87,-22.94,22.32,avoid_or_exit,,,2024-07-18,483.369995,2024-08-15,386.630005,-20.0137,-20.0748,-25.7505,4.7831,-0.974,5.03
SAIA,2024-07-23,5503,1,,0,,,,,neutral,neutral,53,-4.7,75,100,mixed,-4.6,,,,0.17,-26.03,23.63,wait,,,2024-07-24,482.309998,2024-08-21,397.519989,-17.58,-17.5766,-25.5873,5.0134,2.1426,4.9
SAIA,2024-10-28,5571,1,,1,short,speculative,WEAK SHORT,52.9,bearish,bearish,39,-18.5,91,100,weak,-6.3,4.93,5.69,0.87,-4.93,-14.61,5.69,avoid_or_exit,,,2024-10-29,479.98999,2024-11-26,565.960022,17.9108,18.0608,-1.85,30.1173,3.5871,4.87
