symbol,as_of,prior_bars,available,unavailable_reason,eligible,side,tier,signal,score,direction,analog_direction,probability_up,edge_points,evidence,agreement,grade,brier_skill,expected_move,adverse_move,reward_risk,typical,band_low,band_high,plan_action,stop_pct,target_pct,entry_date,entry_price,exit_date,exit_price,fwd_return,fwd_close_to_close,min_low_pct,max_high_pct,spy_fwd_return,runtime_s
ALKS,2019-05-10,7009,1,,1,long,moderate,BUY,65.1,bullish,bullish,71,17.3,95,100,mixed,2.5,6.43,5.05,1.04,6.43,-5.05,19.58,consider_buying,-7.6,14.2,2019-05-13,25.65,2019-06-11,22.42,-12.5926,-14.7528,-16.998,2.0663,2.2944,6.41
ALKS,2019-05-13,7010,1,,1,long,moderate,BUY,68.0,bullish,bullish,72,16.9,95,100,mixed,-2.1,5.76,0.23,1.31,5.76,-0.23,17.39,consider_buying,-10.0,16.5,2019-05-14,25.190001,2019-06-12,22.65,-10.0834,-9.9404,-15.4823,2.7392,2.2696,6.02
ALKS,2022-06-06,7783,1,,0,,,,,neutral,neutral,53,0.8,64,71,mixed,-3.1,,,,2.86,-20.84,19.56,wait,,,2022-06-07,28.219999,2022-07-07,31.48,11.5521,11.0797,-5.776,14.2098,-4.2709,6.06
ALKS,2022-06-07,7784,1,,0,short,speculative,WEAK SHORT,23.9,bearish,bearish,47,-5.6,78,100,mixed,-0.9,1.33,21.0,0.06,-1.33,-17.15,21.0,avoid_or_exit,,,2022-06-08,28.950001,2022-07-08,31.85,10.0173,10.0173,-8.152,11.3299,-5.6969,5.95
ALKS,2022-06-08,7785,1,,0,,,,,neutral,neutral,51,-3.2,71,100,mixed,-0.9,,,,-0.3,-16.8,13.55,wait,,,2022-06-09,29.5,2022-07-11,30.9,4.7458,6.6621,-9.8644,9.2542,-5.7288,5.93
ALKS,2022-06-09,7786,1,,0,,,,,neutral,neutral,47,-7.0,82,79,mixed,-1.2,,,,-0.38,-15.57,18.13,wait,,,2022-06-10,27.549999,2022-07-12,30.73,11.5427,9.2428,-3.4846,16.9873,-3.1415,6.08
ALKS,2022-06-10,7787,1,,0,,,,,neutral,neutral,44,-9.6,89,79,mixed,-1.2,,,,-0.38,-15.14,16.8,wait,,,2022-06-13,26.82,2022-07-13,30.549999,13.9075,11.2527,-0.8576,20.1715,0.1623,6.41
ALKS,2022-06-13,7788,1,,0,,,,,neutral,neutral,57,2.7,69,100,mixed,-1.8,,,,3.44,-13.43,15.91,wait,,,2022-06-14,27.459999,2022-07-14,29.68,8.0845,8.5589,-3.1682,17.3707,0.7145,6.06
ALKS,2025-03-10,8474,1,,1,long,speculative,WEAK BUY,32.1,bullish,bullish,59,5.0,76,100,mixed,-0.5,3.27,11.49,0.28,3.27,-11.49,17.45,consider_buying,-7.3,11.6,2025-03-11,35.580002,2025-04-08,28.190001,-20.7701,-20.0057,-21.6133,0.0,-10.9808,6.48
ALKS,2025-03-11,8475,1,,0,,,,,neutral,neutral,59,3.8,72,100,mixed,-2.1,,,,3.17,-13.35,13.56,wait,,,2025-03-12,34.279999,2025-04-09,28.809999,-15.9568,-15.9078,-22.8121,3.2964,-2.1167,6.54
ALKS,2025-03-12,8476,1,,0,,,,,neutral,neutral,58,1.9,67,100,mixed,-3.7,,,,3.13,-7.46,12.82,wait,,,2025-03-13,33.080002,2025-04-10,26.59,-19.6191,-20.413,-22.7328,7.0435,-5.7892,6.62
ALKS,2025-03-13,8477,1,,0,,,,,neutral,neutral,55,-0.4,62,100,mixed,-3.7,,,,2.11,-7.46,13.9,wait,,,2025-03-14,33.52,2025-04-11,27.0,-19.4511,-19.6907,-23.747,5.6384,-3.6978,6.11
ALKS,2025-03-14,8478,1,,0,,,,,neutral,neutral,54,-1.6,66,71,mixed,-3.0,,,,3.17,-14.8,13.9,wait,,,2025-03-17,33.91,2025-04-14,27.540001,-18.785,-19.0714,-24.624,4.4235,-3.9177,6.22
